epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,103.972,1.49296,1.02258,1.52287,0.87382,0.74908,0.89003,0.52923,1.33531,0.86098,1.44075,0.00136994,0.00136994,0.00136994
20,109.411,1.42593,0.98861,1.48425,0.80888,0.86052,0.90532,0.53512,1.35566,0.87112,1.44181,0.00135344,0.00135344,0.00135344
21,114.905,1.42869,0.98449,1.4704,0.83148,0.85384,0.91065,0.54436,1.30771,0.84623,1.41598,0.00133693,0.00133693,0.00133693
22,120.307,1.42892,1.02667,1.48897,0.85882,0.85558,0.91314,0.53466,1.27665,0.83211,1.40137,0.00132043,0.00132043,0.00132043
23,125.813,1.44029,0.99707,1.49643,0.8532,0.85763,0.91682,0.54341,1.29046,0.84906,1.40066,0.00130393,0.00130393,0.00130393
24,131.35,1.33786,0.93569,1.40464,0.79632,0.90715,0.91091,0.54653,1.27926,0.84212,1.40763,0.00128742,0.00128742,0.00128742
25,136.74,1.37001,0.94943,1.44251,0.89083,0.84109,0.92237,0.55252,1.28459,0.81506,1.39882,0.00127092,0.00127092,0.00127092
26,142.249,1.3945,0.94422,1.43395,0.86606,0.86899,0.92352,0.55839,1.27498,0.78062,1.37595,0.00125442,0.00125442,0.00125442
27,147.68,1.37331,0.92351,1.45128,0.8533,0.87712,0.92518,0.55906,1.26733,0.79865,1.37303,0.00123791,0.00123791,0.00123791
28,153.252,1.39171,0.95627,1.48426,0.85953,0.84895,0.92015,0.56458,1.23376,0.81256,1.35526,0.00122141,0.00122141,0.00122141
29,158.647,1.41076,0.95293,1.48028,0.8449,0.84109,0.91912,0.55713,1.27616,0.81297,1.38093,0.00120491,0.00120491,0.00120491
30,164.44,1.34818,0.88308,1.37328,0.81955,0.86243,0.9143,0.56108,1.2871,0.82273,1.38971,0.0011884,0.0011884,0.0011884
31,170.041,1.32145,0.92161,1.40228,0.83135,0.89662,0.92642,0.55224,1.27964,0.81778,1.3866,0.0011719,0.0011719,0.0011719
32,175.483,1.35502,0.86477,1.41026,0.84851,0.88723,0.9205,0.55356,1.27652,0.78677,1.39128,0.0011554,0.0011554,0.0011554
33,181.065,1.37844,0.90334,1.44802,0.87041,0.85246,0.91783,0.55524,1.25156,0.78198,1.37014,0.00113889,0.00113889,0.00113889
34,186.533,1.32518,0.88331,1.39536,0.88109,0.85694,0.93451,0.55773,1.2657,0.76498,1.37607,0.00112239,0.00112239,0.00112239
35,191.954,1.39539,0.92514,1.45979,0.89035,0.88304,0.93121,0.56634,1.25884,0.77053,1.35981,0.00110589,0.00110589,0.00110589
36,197.389,1.30117,0.88917,1.39005,0.87771,0.8835,0.9297,0.56547,1.26981,0.7691,1.35842,0.00108938,0.00108938,0.00108938
37,202.828,1.3376,0.89442,1.40697,0.86615,0.87246,0.92278,0.55838,1.24842,0.77572,1.35847,0.00107288,0.00107288,0.00107288
38,208.209,1.36664,0.91339,1.4832,0.89031,0.85245,0.93123,0.5631,1.27746,0.79474,1.38985,0.00105638,0.00105638,0.00105638
39,213.64,1.31671,0.85222,1.38336,0.86917,0.89002,0.93721,0.55831,1.27859,0.76156,1.37581,0.00103987,0.00103987,0.00103987
40,219.011,1.30337,0.87668,1.40678,0.86752,0.89902,0.94394,0.56938,1.25864,0.75811,1.35351,0.00102337,0.00102337,0.00102337
41,224.499,1.31091,0.8427,1.37617,0.84984,0.91411,0.93822,0.57673,1.22834,0.74907,1.32174,0.00100687,0.00100687,0.00100687
42,229.997,1.3165,0.86274,1.4317,0.83255,0.90771,0.93628,0.56976,1.22181,0.75345,1.32733,0.000990365,0.000990365,0.000990365
43,235.411,1.25948,0.88022,1.37565,0.83266,0.90392,0.93374,0.56283,1.23957,0.75394,1.33359,0.000973861,0.000973861,0.000973861
44,240.83,1.32207,0.86945,1.44556,0.87681,0.84594,0.92818,0.57738,1.19869,0.7413,1.31803,0.000957358,0.000957358,0.000957358
45,246.213,1.30627,0.85057,1.43843,0.8367,0.91795,0.92698,0.57213,1.24859,0.7739,1.3408,0.000940855,0.000940855,0.000940855
46,251.604,1.32086,0.85485,1.40567,0.82844,0.91716,0.93197,0.57171,1.26048,0.7872,1.35446,0.000924352,0.000924352,0.000924352
47,257.079,1.3131,0.85618,1.40506,0.82396,0.93422,0.93637,0.58203,1.22004,0.76099,1.33565,0.000907848,0.000907848,0.000907848
48,262.528,1.2781,0.85429,1.42437,0.86987,0.85708,0.92858,0.58703,1.22996,0.73469,1.33765,0.000891345,0.000891345,0.000891345
49,267.919,1.28931,0.85857,1.41044,0.85031,0.92258,0.93942,0.57723,1.18348,0.77649,1.31591,0.000874842,0.000874842,0.000874842
50,273.391,1.33056,0.88664,1.45118,0.85449,0.93016,0.94173,0.57703,1.22135,0.7653,1.32049,0.000858338,0.000858338,0.000858338
51,279.065,1.24886,0.82917,1.33195,0.86229,0.88387,0.93363,0.58351,1.2255,0.74503,1.33044,0.000841835,0.000841835,0.000841835
52,284.641,1.23224,0.83379,1.35166,0.81322,0.91042,0.92815,0.5865,1.17248,0.74101,1.31984,0.000825332,0.000825332,0.000825332
53,290.423,1.24759,0.8241,1.40611,0.81738,0.9223,0.92381,0.58495,1.17783,0.73881,1.3164,0.000808828,0.000808828,0.000808828
54,295.906,1.26247,0.80974,1.36356,0.82802,0.93694,0.92381,0.57606,1.1885,0.74285,1.31686,0.000792325,0.000792325,0.000792325
55,301.373,1.25136,0.80355,1.32438,0.83905,0.92852,0.94292,0.58397,1.19578,0.73481,1.31727,0.000775822,0.000775822,0.000775822
56,306.745,1.27344,0.8679,1.40924,0.87758,0.87433,0.93724,0.59454,1.20051,0.74425,1.32857,0.000759318,0.000759318,0.000759318
57,312.154,1.28124,0.80622,1.35551,0.8676,0.87602,0.93481,0.59463,1.20206,0.72459,1.31453,0.000742815,0.000742815,0.000742815
58,317.587,1.23887,0.80438,1.33872,0.85376,0.89523,0.93601,0.58742,1.22335,0.731,1.3122,0.000726312,0.000726312,0.000726312
59,323.031,1.27498,0.8114,1.3669,0.87181,0.90137,0.9476,0.58061,1.23304,0.72036,1.3266,0.000709809,0.000709809,0.000709809
60,328.694,1.25323,0.78299,1.33214,0.87648,0.87283,0.94878,0.58925,1.2231,0.70053,1.33287,0.000693305,0.000693305,0.000693305
61,334.213,1.21676,0.79513,1.33234,0.8519,0.9207,0.94751,0.58254,1.23557,0.70449,1.3316,0.000676802,0.000676802,0.000676802
62,339.754,1.27173,0.80464,1.38312,0.85331,0.93536,0.95079,0.59776,1.21973,0.701,1.33473,0.000660299,0.000660299,0.000660299
63,345.187,1.20926,0.78709,1.32878,0.84463,0.9223,0.94159,0.59165,1.20981,0.71806,1.31884,0.000643795,0.000643795,0.000643795
64,350.617,1.23722,0.80732,1.35288,0.847,0.93016,0.94151,0.59159,1.19505,0.75027,1.31551,0.000627292,0.000627292,0.000627292
65,356.333,1.25415,0.82153,1.35186,0.85988,0.8868,0.93698,0.58703,1.21035,0.74344,1.31602,0.000610789,0.000610789,0.000610789
66,362.64,1.22454,0.77819,1.32978,0.82513,0.92335,0.93841,0.58734,1.18387,0.69961,1.29895,0.000594286,0.000594286,0.000594286
67,368.119,1.22953,0.77186,1.32765,0.84379,0.89172,0.9336,0.58973,1.17262,0.70097,1.29438,0.000577782,0.000577782,0.000577782
68,373.798,1.25071,0.77066,1.31525,0.84977,0.91315,0.93419,0.58806,1.19527,0.69734,1.31222,0.000561279,0.000561279,0.000561279
69,379.301,1.25445,0.82648,1.35149,0.8419,0.91879,0.93442,0.5879,1.19541,0.70486,1.30994,0.000544776,0.000544776,0.000544776
70,384.944,1.25869,0.77708,1.34534,0.83886,0.91797,0.93828,0.59145,1.18714,0.7424,1.32433,0.000528272,0.000528272,0.000528272
71,390.427,1.24163,0.79205,1.32838,0.82046,0.92609,0.937,0.59812,1.17901,0.73288,1.31069,0.000511769,0.000511769,0.000511769
72,395.832,1.24476,0.79449,1.38633,0.83913,0.92955,0.94164,0.59517,1.1906,0.69849,1.30117,0.000495266,0.000495266,0.000495266
73,401.291,1.22292,0.77364,1.32434,0.87513,0.89739,0.94486,0.59833,1.19683,0.68566,1.30431,0.000478762,0.000478762,0.000478762
74,407.358,1.22453,0.74608,1.33395,0.88658,0.88744,0.94785,0.59456,1.18588,0.7012,1.29952,0.000462259,0.000462259,0.000462259
75,412.856,1.24466,0.76688,1.33442,0.89099,0.88604,0.94788,0.59458,1.19617,0.69791,1.30092,0.000445756,0.000445756,0.000445756
76,418.255,1.23855,0.77759,1.34074,0.88741,0.88013,0.94461,0.59386,1.19721,0.69269,1.29858,0.000429253,0.000429253,0.000429253
77,423.644,1.22366,0.75818,1.35291,0.86834,0.91373,0.9458,0.60139,1.18237,0.6871,1.29348,0.000412749,0.000412749,0.000412749
78,429.211,1.20133,0.7425,1.27453,0.86543,0.92258,0.94337,0.60468,1.18391,0.67966,1.29146,0.000396246,0.000396246,0.000396246
79,435.007,1.21179,0.75881,1.34552,0.84805,0.92637,0.94393,0.60327,1.1808,0.68869,1.29327,0.000379743,0.000379743,0.000379743
80,440.641,1.19957,0.73806,1.26364,0.87231,0.89496,0.94036,0.6069,1.17565,0.69011,1.29028,0.000363239,0.000363239,0.000363239
81,446.341,1.19197,0.753,1.36398,0.87671,0.88499,0.94596,0.60401,1.16653,0.68935,1.29066,0.000346736,0.000346736,0.000346736
82,452.181,1.21119,0.78242,1.33807,0.83824,0.90336,0.94567,0.60473,1.18545,0.7041,1.30388,0.000330233,0.000330233,0.000330233
83,457.578,1.18765,0.78292,1.32875,0.8513,0.912,0.94646,0.60118,1.18587,0.69717,1.30489,0.000313729,0.000313729,0.000313729
84,463.17,1.19213,0.76689,1.32806,0.85005,0.92187,0.9431,0.60733,1.16988,0.67634,1.2923,0.000297226,0.000297226,0.000297226
85,468.77,1.18976,0.75022,1.3343,0.83624,0.92637,0.93707,0.60067,1.19319,0.66748,1.29456,0.000280723,0.000280723,0.000280723
86,474.343,1.17516,0.73078,1.3044,0.8344,0.92609,0.9379,0.59967,1.19294,0.67134,1.3089,0.00026422,0.00026422,0.00026422
87,479.791,1.13643,0.71502,1.27641,0.84186,0.92581,0.93923,0.60029,1.19019,0.67893,1.30489,0.000247716,0.000247716,0.000247716
88,485.191,1.17447,0.74482,1.30227,0.85425,0.91449,0.94393,0.595,1.17586,0.70125,1.29987,0.000231213,0.000231213,0.000231213
89,490.562,1.16709,0.73186,1.28721,0.83266,0.94531,0.94522,0.59923,1.16735,0.69755,1.29067,0.00021471,0.00021471,0.00021471
90,495.981,1.20109,0.74223,1.34358,0.84313,0.93311,0.94485,0.60148,1.17341,0.68327,1.28171,0.000198206,0.000198206,0.000198206
91,501.78,1.15075,0.70499,1.26615,0.84364,0.92643,0.94297,0.60156,1.17755,0.68751,1.29055,0.000181703,0.000181703,0.000181703
92,507.009,1.14249,0.69709,1.29125,0.86279,0.90983,0.94242,0.60296,1.17347,0.67712,1.28725,0.0001652,0.0001652,0.0001652
93,512.223,1.15642,0.71511,1.26123,0.87368,0.90548,0.94261,0.60677,1.17521,0.70081,1.29904,0.000148696,0.000148696,0.000148696
94,517.434,1.12507,0.69399,1.24801,0.86178,0.92672,0.9438,0.60743,1.16944,0.70233,1.29648,0.000132193,0.000132193,0.000132193
95,522.652,1.12633,0.69917,1.28982,0.85794,0.93212,0.94605,0.6086,1.16687,0.69743,1.29197,0.00011569,0.00011569,0.00011569
96,527.852,1.11105,0.68577,1.25194,0.85932,0.93394,0.94664,0.60726,1.16219,0.70263,1.29446,9.91865e-05,9.91865e-05,9.91865e-05
97,533.07,1.12368,0.6928,1.24674,0.86629,0.91265,0.94267,0.61034,1.16055,0.68345,1.28548,8.26832e-05,8.26832e-05,8.26832e-05
98,538.296,1.12035,0.69089,1.25517,0.87718,0.88828,0.94639,0.60826,1.16399,0.68498,1.27914,6.61799e-05,6.61799e-05,6.61799e-05
99,543.611,1.12359,0.69195,1.2638,0.87202,0.90198,0.94609,0.60985,1.16538,0.68673,1.28061,4.96766e-05,4.96766e-05,4.96766e-05
100,548.826,1.11965,0.6868,1.26519,0.86354,0.90222,0.94583,0.61003,1.15876,0.68493,1.27765,3.31733e-05,3.31733e-05,3.31733e-05
