epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,97.2879,2.05599,1.5026,1.72877,0.78496,0.54734,0.65685,0.35285,1.74961,1.13066,1.59646,0.000742815,0.000742815,0.000742815
58,98.9655,1.98555,1.46903,1.70228,0.77202,0.54602,0.66156,0.36796,1.67623,1.08824,1.56663,0.000726312,0.000726312,0.000726312
59,100.742,2.02127,1.43814,1.71817,0.75563,0.53086,0.62984,0.34513,1.70107,1.1074,1.60223,0.000709809,0.000709809,0.000709809
60,102.442,2.00353,1.41368,1.66708,0.71852,0.57048,0.63005,0.34653,1.71952,1.13761,1.58575,0.000693305,0.000693305,0.000693305
61,104.118,1.97673,1.45158,1.71417,0.73225,0.59017,0.65593,0.33987,1.73173,1.14101,1.58002,0.000676802,0.000676802,0.000676802
62,105.796,1.97969,1.45371,1.72925,0.76182,0.60126,0.67228,0.35145,1.71734,1.12737,1.5751,0.000660299,0.000660299,0.000660299
63,107.491,1.97723,1.42886,1.70974,0.79476,0.57814,0.68226,0.36184,1.69118,1.07987,1.57342,0.000643795,0.000643795,0.000643795
64,109.167,1.90903,1.4426,1.68393,0.7364,0.62047,0.68462,0.3709,1.69049,1.06119,1.5653,0.000627292,0.000627292,0.000627292
65,110.849,1.96161,1.47101,1.68633,0.77138,0.62523,0.70208,0.377,1.69665,1.03942,1.55714,0.000610789,0.000610789,0.000610789
66,112.545,1.98008,1.42128,1.69832,0.77968,0.61262,0.6824,0.37884,1.68511,1.05181,1.54601,0.000594286,0.000594286,0.000594286
67,114.238,1.9264,1.39331,1.65167,0.71186,0.6095,0.66815,0.3721,1.66461,1.06156,1.5449,0.000577782,0.000577782,0.000577782
68,115.92,1.90869,1.32905,1.60508,0.77434,0.60209,0.6782,0.36954,1.66476,1.04471,1.53709,0.000561279,0.000561279,0.000561279
69,117.593,1.94061,1.45473,1.69141,0.78295,0.61696,0.67966,0.36741,1.64119,1.04841,1.52068,0.000544776,0.000544776,0.000544776
70,119.302,1.90408,1.3504,1.6417,0.80655,0.60397,0.7098,0.39685,1.6149,1.01284,1.50201,0.000528272,0.000528272,0.000528272
71,120.992,1.89112,1.33626,1.63262,0.80528,0.61053,0.71137,0.40513,1.57717,1.00264,1.51015,0.000511769,0.000511769,0.000511769
72,122.67,1.86544,1.37884,1.66241,0.78299,0.63265,0.70692,0.3923,1.61353,1.00825,1.5311,0.000495266,0.000495266,0.000495266
73,124.375,1.87021,1.32922,1.6234,0.83537,0.62898,0.70701,0.38855,1.60762,1.01201,1.49008,0.000478762,0.000478762,0.000478762
74,126.059,1.84786,1.30042,1.62166,0.85038,0.62308,0.71544,0.38556,1.59268,1.00401,1.47969,0.000462259,0.000462259,0.000462259
75,127.842,1.84488,1.30673,1.58745,0.83474,0.60911,0.7162,0.38813,1.59363,0.9942,1.48649,0.000445756,0.000445756,0.000445756
76,129.55,1.85568,1.33695,1.58934,0.84839,0.60449,0.71378,0.39938,1.58784,0.99173,1.48702,0.000429253,0.000429253,0.000429253
77,131.224,1.83472,1.31087,1.61649,0.82876,0.61848,0.71554,0.40893,1.57765,0.99363,1.45792,0.000412749,0.000412749,0.000412749
78,132.928,1.83572,1.27793,1.55016,0.82676,0.62365,0.71485,0.40705,1.56501,0.98276,1.45924,0.000396246,0.000396246,0.000396246
79,134.598,1.82178,1.27701,1.61728,0.84836,0.6186,0.70843,0.39864,1.57331,0.96852,1.47574,0.000379743,0.000379743,0.000379743
80,136.298,1.84152,1.24804,1.53149,0.83918,0.63102,0.7102,0.3994,1.5468,0.95618,1.46597,0.000363239,0.000363239,0.000363239
81,137.976,1.7697,1.34477,1.64552,0.79269,0.65216,0.709,0.40879,1.51211,0.97248,1.45349,0.000346736,0.000346736,0.000346736
82,139.667,1.82021,1.35136,1.63165,0.83563,0.64369,0.71771,0.40205,1.52321,0.98679,1.45019,0.000330233,0.000330233,0.000330233
83,141.341,1.76578,1.35003,1.57292,0.82181,0.64717,0.72657,0.40827,1.5305,0.98741,1.4535,0.000313729,0.000313729,0.000313729
84,143.043,1.78682,1.33042,1.58848,0.84183,0.64143,0.73371,0.41712,1.50898,0.95282,1.43073,0.000297226,0.000297226,0.000297226
85,144.731,1.77962,1.2573,1.57472,0.8484,0.63287,0.72465,0.41586,1.51874,0.94044,1.43448,0.000280723,0.000280723,0.000280723
86,146.422,1.76801,1.26083,1.54554,0.83637,0.62347,0.71993,0.41438,1.51424,0.93161,1.43096,0.00026422,0.00026422,0.00026422
87,148.102,1.75644,1.23508,1.55708,0.84016,0.63948,0.72902,0.41266,1.52554,0.93015,1.43882,0.000247716,0.000247716,0.000247716
88,149.781,1.7241,1.23871,1.5352,0.80972,0.64243,0.73221,0.42072,1.50578,0.92601,1.44236,0.000231213,0.000231213,0.000231213
89,151.457,1.74851,1.2475,1.53864,0.86021,0.60477,0.72274,0.41648,1.50056,0.925,1.43714,0.00021471,0.00021471,0.00021471
90,153.132,1.7738,1.2776,1.61346,0.82354,0.63239,0.72049,0.41518,1.50303,0.93142,1.42979,0.000198206,0.000198206,0.000198206
91,155.258,1.65509,1.17949,1.48035,0.82778,0.66493,0.73832,0.41418,1.51783,0.94276,1.42681,0.000181703,0.000181703,0.000181703
92,156.885,1.64382,1.16828,1.50162,0.83537,0.66759,0.7394,0.41515,1.52279,0.93707,1.43194,0.0001652,0.0001652,0.0001652
93,158.502,1.65865,1.1924,1.46066,0.82502,0.66065,0.73052,0.4138,1.51378,0.95312,1.42619,0.000148696,0.000148696,0.000148696
94,160.114,1.63204,1.15777,1.45705,0.81436,0.65626,0.72692,0.41174,1.52275,0.95082,1.44092,0.000132193,0.000132193,0.000132193
95,161.742,1.61969,1.16426,1.48369,0.81642,0.6428,0.71954,0.40977,1.50264,0.94052,1.44917,0.00011569,0.00011569,0.00011569
96,163.372,1.60848,1.14816,1.46051,0.82521,0.63463,0.72362,0.41255,1.51137,0.93572,1.45939,9.91865e-05,9.91865e-05,9.91865e-05
97,164.995,1.61258,1.13507,1.44825,0.8391,0.65188,0.7276,0.41492,1.50969,0.92523,1.45652,8.26832e-05,8.26832e-05,8.26832e-05
98,166.623,1.62174,1.13662,1.45944,0.84381,0.6463,0.72963,0.42033,1.48511,0.92242,1.44068,6.61799e-05,6.61799e-05,6.61799e-05
99,168.238,1.5899,1.13199,1.46268,0.82835,0.6462,0.72597,0.42081,1.47121,0.91592,1.42592,4.96766e-05,4.96766e-05,4.96766e-05
100,169.858,1.61302,1.12848,1.47074,0.83018,0.64837,0.73015,0.42903,1.47269,0.91909,1.42524,3.31733e-05,3.31733e-05,3.31733e-05
