epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,46.3602,2.40317,2.04839,2.25187,0.42939,0.37745,0.3293,0.15225,2.31134,1.68099,2.16799,0.000808828,0.000808828,0.000808828
28,48.0527,2.44666,2.22978,2.25094,0.4534,0.38276,0.33332,0.14349,2.29687,1.63857,2.1441,0.000775822,0.000775822,0.000775822
29,49.8542,2.44525,2.09515,2.21783,0.45394,0.37518,0.33311,0.14905,2.21318,1.62678,2.0931,0.000742815,0.000742815,0.000742815
30,51.6059,2.38889,1.95881,2.11824,0.44676,0.38569,0.32747,0.14421,2.22402,1.63239,2.09373,0.000709809,0.000709809,0.000709809
31,53.3798,2.39204,2.07299,2.12239,0.49434,0.37846,0.38681,0.17988,2.21595,1.63941,2.06864,0.000676802,0.000676802,0.000676802
32,55.1409,2.35659,1.95807,2.09992,0.49519,0.40041,0.38614,0.18717,2.2216,1.6451,2.0898,0.000643795,0.000643795,0.000643795
33,56.8957,2.3834,1.99194,2.15345,0.48224,0.39901,0.39683,0.19497,2.18591,1.54959,2.07065,0.000610789,0.000610789,0.000610789
34,58.6221,2.34526,1.98626,2.07869,0.4722,0.39819,0.40031,0.19695,2.14258,1.56851,2.00668,0.000577782,0.000577782,0.000577782
35,60.348,2.35413,1.9971,2.15331,0.51628,0.4296,0.42856,0.20559,2.11115,1.53887,1.98582,0.000544776,0.000544776,0.000544776
36,62.0704,2.30845,1.90077,2.04435,0.55998,0.43367,0.45748,0.21908,2.1149,1.50509,1.96796,0.000511769,0.000511769,0.000511769
37,63.8223,2.30792,1.85093,2.04075,0.58461,0.41537,0.45915,0.22586,2.10765,1.47562,1.95683,0.000478762,0.000478762,0.000478762
38,65.5758,2.36352,1.9978,2.10999,0.57627,0.39819,0.46507,0.23377,2.08143,1.43945,1.93828,0.000445756,0.000445756,0.000445756
39,67.2749,2.30072,1.82678,2.03407,0.61544,0.41306,0.48181,0.24337,2.10627,1.44349,1.93449,0.000412749,0.000412749,0.000412749
40,68.972,2.23609,1.85273,2.02206,0.60469,0.41685,0.47798,0.24401,2.09972,1.44049,1.90653,0.000379743,0.000379743,0.000379743
41,71.0416,2.14527,1.78672,1.91296,0.59459,0.42343,0.47255,0.23647,2.08432,1.48063,1.87501,0.000346736,0.000346736,0.000346736
42,72.7055,2.14163,1.7364,1.89585,0.6385,0.39689,0.47535,0.24082,2.05958,1.47235,1.8464,0.000313729,0.000313729,0.000313729
43,74.3449,2.11772,1.69357,1.90952,0.71148,0.3811,0.47914,0.24681,2.0513,1.46635,1.84661,0.000280723,0.000280723,0.000280723
44,75.9622,2.11282,1.67197,1.89043,0.69945,0.37369,0.4802,0.24856,2.05096,1.43717,1.86151,0.000247716,0.000247716,0.000247716
45,77.7067,2.10806,1.68665,1.89098,0.61696,0.38332,0.47255,0.24975,2.03204,1.42971,1.84701,0.00021471,0.00021471,0.00021471
46,79.3195,2.10013,1.70648,1.86937,0.60351,0.40332,0.47428,0.24879,2.03525,1.44206,1.8478,0.000181703,0.000181703,0.000181703
47,80.9311,2.10424,1.68105,1.87138,0.60745,0.40549,0.47945,0.24407,2.04912,1.46303,1.84307,0.000148696,0.000148696,0.000148696
48,82.5501,2.0964,1.65551,1.89082,0.47951,0.49511,0.47809,0.24093,2.04321,1.44314,1.83411,0.00011569,0.00011569,0.00011569
49,84.1869,2.11823,1.66405,1.86868,0.53291,0.48864,0.50002,0.25482,2.02588,1.39346,1.82345,8.26832e-05,8.26832e-05,8.26832e-05
50,85.8118,2.08569,1.61321,1.85534,0.53891,0.46859,0.49369,0.25648,2.02153,1.38566,1.82313,4.96766e-05,4.96766e-05,4.96766e-05
